"","pre_vote_intention","pre_vote_preference","pre_feel_clinton","pre_feel_trump","pre_feel_dem","pre_feel_rep","pre_ideo_self","pre_guaranteed_job","pre_birthright_citizenship","pre_help_blacks","pre_wall_mexico","pre_enviroment","pre_troops_isis","pre_syrian_refugee","pre_climate","pre_paid_leave","post_equal_pay","post_vaccine","post_freetrade","post_bank_regulation","post_healthcare","post_feel_clinton","post_feel_trump","post_feel_christian_fundamentalists","post_feel_feminists","post_feel_liberals","post_feel_labor_unions","post_feel_poor_people","post_feel_big_business","post_feel_conservatives","post_feel_the_u.s._supreme_court","post_feel_gay_men_and_lesbians","post_feel_congress","post_feel_rich_people","post_feel_muslims","post_feel_christians","post_feel_jews","post_feel_tea_party","post_feel_police","post_feel_transgender_people","post_feel_scientists","post_feel_black_lives_matter","pre_budget_sec","pre_budget_school","pre_budget_sci","pre_budget_crime","pre_budget_welfare","pre_budget_childcare","pre_budget_poverty","pre_budget_env","religion_importance","age","edu_num","race","gender","income_group","weight"
"2352",NA,NA,60,0,70,40,3,3,7,6,2,3,2,2,2,3,2,1,2,4,4,60,0,15,60,70,30,70,60,30,70,70,60,40,85,70,60,50,70,50,70,60,0,1,0,1,0,1,0,0,1,68,9,"Asian, native Hawaiian or other Pacif Islr,non-Hispanic","Male",22,1.757
"2353","Yes","Trump",30,70,15,100,NA,6,1,1,5,5,6,7,4,1,1,2,2,6,6,36,71,73,50,70,47,50,70,86,72,49,80,74,42,85,70,70,70,50,50,40,1,1,1,-1,-1,0,-1,0,1,49,13,"Other","Female",18,0.446
"2354","Yes",NA,0,30,30,70,2,1,1,7,1,1,5,7,1,2,1,6,3,4,3,40,30,2,76,85,52,52,0,15,31,40,40,3,41,15,85,53,40,85,99,16,1,1,1,-1,-1,1,0,1,1,61,10,"White, non-Hispanic","Male",1,1.055
"2355","Yes","Trump",0,60,15,60,7,6,3,2,6,6,2,1,7,2,7,3,2,7,7,0,60,60,15,0,30,100,70,100,60,30,40,70,30,100,70,70,85,0,60,0,0,0,-1,1,-1,1,-1,-1,1,72,10,"White, non-Hispanic","Male",22,1.122
"2356","Yes","Trump",50,51,49,51,4,3,4,4,4,2,4,5,3,1,4,6,7,4,4,41,55,41,48,54,87,60,41,72,46,51,54,51,70,85,76,51,94,48,85,17,1,1,0,1,-1,0,0,0,1,41,10,"White, non-Hispanic","Female",23,1.033
"2357","Yes","Clinton",61,1,64,31,2,3,2,4,1,1,2,1,1,1,1,2,4,2,3,77,26,64,98,96,99,79,5,12,72,99,17,51,99,55,98,50,62,98,93,69,1,1,1,-1,-1,1,-1,1,0,23,13,"White, non-Hispanic","Female",2,1.181
"2358","Yes","Clinton",60,0,60,30,2,4,4,7,4,4,4,4,2,4,1,1,2,4,4,85,0,50,100,100,100,100,30,0,50,100,50,50,100,70,50,0,100,100,100,100,0,0,0,0,0,0,0,0,1,57,10,"White, non-Hispanic","Female",2,0.433
"2359",NA,NA,100,0,100,0,5,2,7,7,2,3,4,4,1,2,1,1,3,4,2,100,40,75,80,75,90,90,30,60,80,80,40,30,70,60,75,45,90,80,80,80,1,1,1,1,1,1,1,1,1,84,10,"Hispanic","Female",10,0.651
"2360","Yes",NA,15,1,16,1,4,4,4,6,4,4,4,2,4,2,1,3,4,1,2,15,15,3,30,31,61,84,4,40,49,48,3,49,61,78,72,11,60,40,69,84,1,1,0,1,-1,0,0,0,1,54,13,"White, non-Hispanic","Female",21,1.408
"2361","Yes","Trump",40,60,70,40,3,6,1,3,7,4,6,7,4,4,4,2,4,2,4,30,70,40,40,60,70,70,30,60,40,50,40,60,60,70,40,15,70,50,60,15,0,-1,0,1,-1,-1,-1,-1,1,58,10,"White, non-Hispanic","Male",25,0.468
"2362","Yes","Clinton",90,0,65,40,3,3,4,7,3,3,4,4,4,1,1,4,3,4,3,75,0,35,90,80,60,95,25,10,65,95,30,50,95,55,95,35,80,90,75,80,0,1,0,0,0,0,1,1,1,38,10,"Hispanic","Female",23,0.976
"2363","Yes","Clinton",70,1,85,0,2,2,7,7,1,1,7,1,1,1,1,1,2,1,2,95,0,0,100,97,98,100,60,8,42,100,15,70,100,85,97,0,85,100,100,90,0,0,0,0,1,1,1,1,0,71,14,"White, non-Hispanic","Female",28,0.349
"2364",NA,NA,NA,60,60,50,NA,5,6,4,4,5,4,4,6,4,4,4,4,1,2,60,72,64,50,31,60,60,50,58,55,41,43,59,59,48,57,53,60,63,57,58,0,0,1,0,0,-1,0,0,1,57,10,"White, non-Hispanic","Male",9,0.842
"2365","Yes","Trump",0,85,0,100,NA,99,4,1,99,99,6,6,4,2,2,2,6,4,4,0,70,NA,NA,NA,70,NA,NA,0,NA,60,NA,NA,0,NA,NA,0,100,NA,70,50,1,0,0,1,-1,0,0,0,1,63,10,"White, non-Hispanic","Female",23,0.705
"2366","Yes","Trump",0,85,15,15,NA,1,2,4,7,1,4,7,4,4,1,7,4,4,3,0,70,50,50,50,70,50,50,50,0,30,50,15,30,85,85,50,0,70,85,85,1,1,0,1,1,1,1,0,1,29,9,"White, non-Hispanic","Female",4,0.846
"2367",NA,NA,50,50,60,50,5,99,4,4,99,5,4,4,4,2,2,2,4,1,3,15,40,50,50,50,60,70,50,60,85,50,50,50,60,70,60,50,85,15,70,60,1,0,1,0,0,1,1,0,1,73,9,"White, non-Hispanic","Female",23,2.61
"2368","Yes","Trump",16,85,31,86,6,3,6,3,7,2,2,7,4,1,1,2,4,4,4,13,62,NA,50,15,NA,36,NA,15,36,50,30,39,50,100,50,50,85,15,50,15,0,1,0,1,-1,1,0,0,1,25,12,"White, non-Hispanic","Female",11,0.72
"2369",NA,NA,90,0,85,30,2,2,4,7,2,1,7,2,1,1,1,1,4,1,1,85,0,15,85,85,85,90,40,15,70,95,40,50,90,90,100,15,85,95,95,90,1,1,1,1,1,1,1,1,0,70,14,"White, non-Hispanic","Female",13,0.817
"2370",NA,NA,30,32,40,51,5,4,2,6,3,4,1,7,7,1,4,4,4,4,4,25,31,62,1,4,16,85,50,40,50,0,9,50,9,100,94,31,70,1,6,30,1,0,0,0,0,0,1,0,1,NA,10,"Black, non-Hispanic","Female",21,1.854
"2371",NA,NA,0,85,NA,NA,6,6,4,1,6,4,6,6,7,1,1,3,7,1,6,30,100,85,0,50,50,100,60,30,50,0,60,60,70,100,85,50,100,0,60,85,1,1,0,0,0,1,0,0,1,NA,10,"White, non-Hispanic","Male",NA,0.626
"2372","Yes","Clinton",85,0,85,30,3,4,2,4,4,1,7,4,1,1,1,1,4,2,2,84,1,43,76,73,66,70,67,65,68,75,28,69,70,85,85,15,86,68,84,66,0,1,1,0,0,0,1,1,1,68,10,"Other","Female",9,0.553
"2373","Yes","Trump",15,60,40,60,6,7,1,6,6,2,2,6,6,7,1,1,1,6,2,20,60,50,50,40,40,50,60,75,0,50,25,50,65,85,90,65,90,50,90,15,1,0,1,1,-1,-1,0,0,0,70,14,"White, non-Hispanic","Male",27,0.689
"2374","Yes",NA,40,30,30,40,4,6,2,6,5,3,3,6,4,3,5,3,3,4,5,41,38,58,55,46,35,45,67,53,73,47,48,60,55,78,60,38,64,45,68,45,-1,1,1,1,-1,-1,0,0,1,34,13,"White, non-Hispanic","Male",21,0.842
"2375","Yes","Trump",0,60,15,40,5,5,4,2,7,99,1,7,2,1,2,2,4,2,4,2,72,41,16,1,83,50,48,59,50,50,48,18,50,91,50,39,100,98,61,1,1,1,0,1,-1,1,0,0,1,35,13,"White, non-Hispanic","Male",26,0.842
"2376","Yes","Trump",0,70,15,70,7,7,4,4,6,6,2,7,4,4,4,3,2,4,4,16,70,100,16,31,14,99,86,100,38,41,41,70,41,100,84,49,91,52,88,40,-1,0,0,0,-1,0,0,0,1,90,10,"White, non-Hispanic","Female",2,0.423
"2377","Yes","Trump",15,85,50,70,6,4,1,2,6,4,6,7,6,2,1,1,4,4,2,15,85,70,30,30,60,85,40,85,60,50,60,70,40,100,85,50,85,50,70,0,1,1,0,1,0,1,0,0,1,49,9,"White, non-Hispanic","Female",9,2.501
"2378","Yes","Trump",0,70,0,15,5,7,1,2,7,3,4,4,7,7,2,1,6,7,7,0,75,100,15,15,30,70,60,100,70,70,15,50,50,100,85,100,100,70,85,50,0,-1,1,1,-1,-1,-1,0,1,53,13,"White, non-Hispanic","Female",21,1.042
"2379","Yes",NA,55,50,38,62,6,99,4,4,6,3,2,4,4,4,2,1,4,4,4,4,76,62,36,34,33,88,86,91,86,50,42,88,40,85,90,92,97,50,83,34,1,0,1,1,-1,0,0,1,0,58,10,"White, non-Hispanic","Female",24,0.861
"2380","Yes","Clinton",60,0,70,0,NA,1,2,4,1,1,4,4,2,1,2,6,4,2,6,60,0,85,40,70,60,85,70,40,40,70,70,30,40,100,70,70,60,70,70,100,0,0,0,1,0,0,1,0,1,39,10,"Black, non-Hispanic","Female",9,0.331
"2381","Yes","Trump",0,43,30,42,5,5,2,1,4,4,4,4,4,3,2,2,4,6,6,15,60,30,40,30,40,NA,60,60,40,70,15,50,40,70,70,50,70,70,NA,15,1,-1,0,1,-1,0,0,0,1,64,13,"White, non-Hispanic","Male",13,0.37
"2382","Yes","Trump",8,59,31,61,NA,6,4,2,99,5,4,4,4,4,2,2,2,6,6,18,65,61,52,71,30,75,50,78,70,51,31,71,40,99,85,31,56,50,50,40,0,1,1,1,-1,0,-1,0,1,66,13,"White, non-Hispanic","Female",25,0.837
"2383","Yes",NA,1,2,42,61,6,4,4,7,4,6,4,4,2,2,1,2,4,4,4,15,17,96,50,51,50,50,50,76,50,50,50,50,50,100,84,68,51,50,50,84,0,1,1,1,0,0,0,1,1,51,12,"White, non-Hispanic","Female",22,1.484
"2384","No",NA,0,100,30,0,3,4,6,2,4,5,1,3,6,3,6,4,6,6,6,1,100,30,31,40,99,20,14,24,33,0,26,5,25,45,25,27,44,24,23,37,0,0,0,-1,1,1,0,0,0,27,9,"White, non-Hispanic","Male",1,1.535
"2385","Yes","Trump",1,61,0,41,6,6,2,1,7,6,4,7,6,7,1,2,2,4,7,2,71,17,42,2,32,31,71,88,41,50,16,17,0,85,40,5,85,51,51,0,1,-1,0,0,-1,-1,-1,0,0,62,14,"White, non-Hispanic","Female",20,0.393
"2386","No",NA,85,0,85,0,NA,3,1,2,4,3,7,7,2,1,1,2,4,2,4,85,40,70,70,50,85,70,70,60,40,50,40,60,70,70,50,15,85,50,85,60,1,1,0,1,-1,0,0,1,1,46,10,"Black, non-Hispanic","Female",1,0.37
"2387","Yes","Clinton",100,0,96,11,5,99,4,7,5,99,4,4,1,1,1,1,4,2,1,86,0,NA,NA,51,NA,85,31,53,50,52,41,NA,NA,100,NA,17,90,NA,94,NA,1,1,1,1,-1,1,0,1,1,81,11,"Black, non-Hispanic","Female",15,0.548
"2388","Yes","Trump",0,60,15,50,6,4,2,1,5,5,4,7,6,2,2,2,4,4,6,0,70,70,60,15,30,50,70,100,50,40,40,50,50,100,70,50,100,40,85,0,1,1,0,1,-1,0,-1,0,1,72,13,"White, non-Hispanic","Male",15,0.618
"2389","Yes","Trump",1,85,10,71,5,6,1,1,7,3,4,7,6,2,1,1,7,4,6,0,71,31,65,32,62,51,43,58,51,84,40,50,39,90,51,86,88,71,62,44,0,0,0,0,-1,-1,-1,0,0,65,9,"White, non-Hispanic","Female",16,1.511
"2390",NA,NA,30,30,40,30,NA,99,4,4,99,99,4,6,4,1,3,1,4,4,4,33,40,48,50,53,50,60,36,44,45,10,44,41,30,83,50,16,70,12,70,50,1,0,0,1,-1,0,0,0,1,37,9,"White, non-Hispanic","Female",21,1.492
"2391",NA,NA,72,4,72,15,4,1,1,4,2,1,6,4,4,1,1,2,4,4,2,87,0,51,32,50,16,60,17,62,33,62,50,62,62,87,71,18,85,60,42,86,1,1,1,1,1,0,1,0,1,78,10,"White, non-Hispanic","Male",12,0.652
"2392","Yes","Clinton",85,0,100,0,NA,1,4,1,1,99,7,4,4,2,4,4,4,4,2,70,0,70,15,70,70,70,70,70,70,85,70,30,0,100,36,70,60,85,85,100,0,1,0,1,0,1,0,1,0,35,5,"Black, non-Hispanic","Female",1,0.853
"2393","Yes","Clinton",100,0,70,0,2,4,7,4,3,3,4,1,2,1,1,1,2,1,3,100,15,1,100,100,100,100,51,18,85,100,0,71,71,32,100,0,71,100,86,84,1,1,0,0,0,1,0,1,0,72,13,"White, non-Hispanic","Female",27,0.904
"2394","Yes","Clinton",85,0,85,50,1,99,4,1,99,1,4,4,4,4,7,6,4,1,1,50,50,85,50,50,NA,100,70,50,50,40,50,100,85,100,100,100,30,85,50,0,1,1,1,1,-1,1,1,1,1,81,6,"Black, non-Hispanic","Female",3,0.741
"2395","Yes","Trump",4,100,0,30,6,7,1,1,7,7,1,7,7,7,1,4,6,5,7,4,99,61,14,12,4,71,94,96,52,12,42,84,11,100,51,83,100,1,36,0,1,-1,0,1,-1,-1,-1,-1,1,70,9,"White, non-Hispanic","Male",26,1.24
"2396","No",NA,70,15,99,49,4,6,7,1,5,7,4,1,1,3,2,2,2,7,7,60,0,100,30,100,70,30,15,0,15,0,15,85,0,100,70,15,30,0,100,50,1,1,0,1,1,1,1,1,1,65,9,NA,"Female",1,1.381
"2397","Yes","Trump",70,60,85,50,NA,99,6,2,7,5,7,7,2,1,4,3,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,-1,-1,1,0,1,82,9,"White, non-Hispanic","Female",1,0.78
"2398","Yes",NA,40,40,30,60,5,6,6,5,4,6,3,3,4,6,4,1,3,2,5,31,59,60,50,41,42,60,60,60,41,60,40,51,60,71,69,40,48,41,61,41,-1,-1,1,-1,-1,-1,-1,-1,1,36,16,"White, non-Hispanic","Male",28,0.771
"2399","No",NA,0,93,31,80,5,6,2,1,4,5,1,7,4,1,1,1,4,4,5,12,82,13,53,60,98,80,93,86,73,90,63,77,0,85,100,NA,100,93,94,0,0,1,1,1,-1,1,0,0,0,30,10,"White, non-Hispanic","Male",22,0.771
"2400","Yes","Clinton",100,0,100,0,2,7,7,7,1,99,7,1,1,1,1,1,1,1,1,100,0,30,100,85,85,100,0,15,15,100,0,60,100,100,85,0,85,85,85,100,1,1,1,1,1,1,1,1,1,79,12,"Other","Female",19,0.75
"2401","Yes","Clinton",70,0,70,0,4,1,4,7,4,1,4,4,1,1,1,2,NA,1,2,85,40,50,85,40,60,100,30,85,40,70,40,40,60,100,85,0,85,40,100,85,1,1,1,1,0,1,1,1,0,57,13,"White, non-Hispanic","Male",9,2.154
"2402",NA,NA,NA,NA,NA,NA,4,2,7,4,4,2,4,4,4,1,1,6,4,2,2,50,60,51,63,61,49,60,69,43,59,84,62,29,60,60,60,63,18,68,72,70,-1,0,0,1,-1,1,1,1,0,27,9,"White, non-Hispanic","Female",22,3.284
"2403","Yes",NA,32,1,50,0,2,1,7,7,1,1,7,1,1,1,1,6,7,1,1,41,33,34,69,64,65,72,35,52,57,59,54,50,66,35,65,26,50,60,81,64,1,1,0,0,1,1,1,1,0,35,11,"White, non-Hispanic","Male",12,0.672
"2404","Yes","Trump",0,31,0,1,6,5,2,7,6,2,2,7,2,7,6,1,4,4,4,1,1,0,33,19,18,52,51,51,42,70,15,51,17,32,60,28,86,51,51,2,-1,0,1,0,-1,-1,-1,1,0,74,15,"White, non-Hispanic","Male",28,0.689
"2405","Yes","Trump",30,70,30,30,6,7,2,1,6,6,2,7,6,4,2,2,6,6,6,16,98,71,28,30,31,50,69,85,40,50,15,69,50,98,60,96,99,51,71,31,0,-1,0,1,-1,-1,-1,-1,1,52,13,"White, non-Hispanic","Male",18,0.529
"2406","Yes","Trump",41,60,40,60,5,6,1,3,6,3,4,4,4,1,1,2,3,4,4,40,60,NA,60,40,15,60,60,75,70,70,40,60,40,60,70,NA,80,60,70,30,0,0,1,1,-1,0,0,1,0,71,11,"White, non-Hispanic","Female",14,0.359
"2407","Yes",NA,0,0,60,0,4,4,4,4,7,1,7,7,1,1,4,1,4,1,2,0,0,0,0,70,50,50,30,50,50,50,0,50,0,0,50,50,50,50,70,50,0,1,1,1,0,1,1,1,0,28,13,"Hispanic","Male",NA,0.754
"2408","Yes",NA,40,0,15,0,3,99,7,7,99,1,7,1,1,1,1,5,6,1,1,40,1,31,85,84,85,85,16,40,61,71,41,30,70,86,86,31,41,71,86,71,1,1,1,-1,1,1,1,1,0,58,10,"White, non-Hispanic","Female",17,1.38
"2409","Yes","Clinton",60,30,60,60,3,99,4,7,99,3,6,4,4,4,2,1,2,1,2,40,30,40,60,70,60,50,50,40,70,50,40,50,60,85,70,40,70,50,50,40,0,0,0,1,0,0,0,1,1,78,10,"White, non-Hispanic","Female",13,0.396
"2410","Yes","Clinton",99,0,85,16,2,4,6,7,3,2,4,3,2,2,1,2,4,2,2,85,0,0,85,70,50,85,16,50,NA,98,40,50,85,40,99,0,77,100,90,98,0,1,1,0,0,0,0,1,0,76,14,"White, non-Hispanic","Female",11,0.374
"2411","Yes","Clinton",50,30,30,30,5,4,4,4,6,3,3,5,2,4,2,1,2,2,2,40,0,60,60,40,70,70,30,60,40,50,0,40,40,85,85,15,85,30,70,30,1,1,0,1,0,0,1,0,1,60,6,"White, non-Hispanic","Male",5,1.821
"2412",NA,NA,32,86,30,85,NA,99,1,4,7,99,1,7,4,1,1,1,4,4,1,30,85,50,0,15,50,85,40,100,70,50,50,40,30,100,70,50,100,50,100,0,0,0,0,0,-1,0,0,0,1,24,10,"White, non-Hispanic","Male",5,0.705
"2413","Yes","Clinton",70,40,85,60,3,5,5,6,7,99,4,4,6,6,1,1,4,6,4,70,15,0,85,85,30,60,60,40,70,60,40,85,70,85,70,40,85,30,100,30,0,0,0,0,0,0,0,0,1,57,14,"White, non-Hispanic","Female",21,0.963
"2414","Yes","Clinton",71,42,70,99,6,7,1,7,6,6,7,1,1,1,1,6,1,1,7,100,32,52,85,55,51,89,100,88,78,100,100,82,61,80,77,100,100,100,100,51,1,1,1,1,1,1,1,1,1,42,12,"Hispanic","Female",11,0.847
"2415","Yes","Trump",1,62,1,59,4,4,1,1,5,99,6,7,4,1,1,5,2,2,4,0,60,NA,85,40,85,100,60,50,50,85,15,100,70,85,100,NA,100,85,85,85,1,1,1,1,-1,-1,-1,-1,1,46,14,"White, non-Hispanic","Female",28,1.042
"2416","Yes","Trump",39,46,10,51,6,7,1,3,99,5,6,5,5,3,1,1,3,4,5,12,34,50,50,4,55,32,31,85,51,51,31,41,41,85,51,81,88,50,90,17,0,0,0,0,-1,0,-1,0,0,51,13,"White, non-Hispanic","Female",25,0.833
"2417","Yes","Trump",0,0,0,0,NA,6,4,7,6,99,4,1,1,2,1,6,2,NA,2,1,0,40,85,40,60,85,30,50,50,85,30,85,85,85,85,30,70,86,85,85,1,1,1,0,1,1,0,0,0,58,10,"Native American or Alaska Native, non-Hispanic","Female",1,0.746
"2418","Yes","Trump",0,90,0,90,6,3,4,4,6,4,1,6,4,1,1,2,4,4,4,0,85,56,55,15,51,40,60,73,50,43,73,63,40,82,60,40,60,34,75,15,1,1,1,1,-1,1,0,1,1,32,14,"White, non-Hispanic","Female",24,0.803
"2419","No",NA,1,17,41,40,4,5,4,7,99,99,4,4,4,4,1,2,2,1,2,30,30,50,50,60,60,60,60,70,40,50,40,40,50,85,50,50,70,50,70,40,1,-1,1,1,0,0,0,0,0,61,12,"White, non-Hispanic","Female",21,0.73
"2420","No",NA,15,60,40,100,6,6,1,1,7,6,2,7,3,1,1,1,4,4,7,13,86,50,30,0,50,70,85,85,100,100,100,70,100,85,100,50,100,100,100,30,0,0,0,0,-1,-1,-1,0,1,32,13,"White, non-Hispanic","Female",12,0.385
"2421","Yes","Trump",50,50,60,40,5,99,4,6,99,3,6,4,2,4,1,4,2,2,4,51,61,50,40,52,60,71,30,41,52,51,41,50,41,51,51,41,71,51,70,52,1,1,1,0,0,0,0,0,0,NA,16,"Asian, native Hawaiian or other Pacif Islr,non-Hispanic","Male",3,0.594
"2422","Yes","Trump",NA,70,50,50,NA,99,4,2,99,99,1,4,1,2,1,4,4,4,2,NA,70,100,50,60,40,100,70,50,70,15,70,70,60,100,85,85,100,16,85,85,1,1,0,1,-1,0,0,0,1,79,9,"White, non-Hispanic","Female",9,1.354
"2423","Yes","Trump",15,85,0,100,5,7,6,2,7,3,6,7,4,2,2,2,4,4,4,0,100,85,70,40,70,60,30,70,70,0,30,60,0,85,85,60,100,30,85,50,1,0,1,0,-1,0,0,0,0,59,9,"White, non-Hispanic","Male",25,1.974
"2424","Yes","Clinton",73,29,66,39,3,2,5,5,2,1,6,4,2,2,1,1,2,1,2,78,29,40,17,70,77,50,50,31,46,47,40,42,52,62,61,33,76,41,79,42,0,0,1,1,0,1,1,1,0,20,12,"Hispanic","Male",2,2.996
"2425","No",NA,15,0,40,60,4,99,4,7,4,4,7,3,2,2,1,1,4,2,4,15,40,30,50,30,40,70,15,60,40,60,15,30,70,85,85,15,85,50,85,50,1,1,1,0,0,1,0,1,0,68,13,"White, non-Hispanic","Female",14,0.881
"2426",NA,NA,40,0,70,60,NA,7,7,7,7,4,6,7,2,1,1,4,4,4,2,86,0,50,51,50,52,61,51,52,51,50,51,49,52,70,52,51,87,51,62,52,0,1,1,1,-1,1,1,0,1,62,9,"Hispanic","Female",24,2.068
"2427","Yes","Trump",0,99,1,98,4,6,1,1,7,6,1,7,1,1,1,3,2,2,2,0,98,89,55,40,94,86,78,87,89,59,81,80,63,93,82,85,95,66,90,57,1,1,1,1,0,0,0,0,1,57,11,"White, non-Hispanic","Female",12,0.451
"2428","Yes","Clinton",100,0,100,0,NA,4,6,4,1,1,4,4,4,2,1,7,6,4,4,70,4,50,NA,NA,69,100,50,50,40,50,4,2,100,100,0,NA,0,50,70,99,1,0,0,1,1,1,1,1,1,34,9,"Black, non-Hispanic","Female",1,1.153
"2429","Yes","Trump",4,82,5,53,6,6,4,4,6,5,4,7,7,2,4,1,4,3,6,1,86,12,40,51,17,50,60,51,17,51,16,50,1,50,50,15,96,22,40,2,0,0,0,1,-1,0,-1,0,1,46,11,NA,"Male",17,0.866
"2430","Yes","Clinton",70,16,71,16,3,3,7,7,2,1,4,1,2,4,1,1,4,1,2,86,16,16,72,60,71,60,16,46,51,68,31,51,70,51,86,17,45,55,91,72,0,0,1,0,0,0,1,1,0,74,14,"White, non-Hispanic","Male",NA,0.618
"2431",NA,NA,50,0,60,0,4,7,4,7,7,1,7,7,1,2,1,1,7,1,4,30,0,0,50,60,85,85,0,0,0,70,0,0,40,0,40,30,85,70,40,30,1,1,0,0,0,0,0,1,0,61,9,"White, non-Hispanic","Male",8,0.654
"2432",NA,NA,30,40,30,50,5,3,1,6,4,4,7,2,2,2,4,3,4,6,6,48,61,40,60,24,45,50,41,50,45,20,34,79,42,72,24,45,46,77,41,30,-1,-1,1,0,1,-1,1,1,0,18,9,"White, non-Hispanic","Male",21,1.56
"2433","Yes","Clinton",60,15,76,35,6,3,7,7,3,2,6,4,2,2,1,4,2,4,6,72,1,NA,85,51,52,NA,49,53,52,29,50,14,52,85,61,43,63,41,66,51,1,1,0,1,1,1,1,0,1,50,11,"Hispanic","Female",1,0.889
"2434","Yes","Clinton",100,2,99,11,2,5,2,6,1,7,NA,7,NA,1,1,1,6,1,2,100,0,99,1,51,94,85,62,50,53,1,61,35,51,100,100,1,85,0,73,100,1,1,0,1,0,-1,0,0,1,32,9,"Black, non-Hispanic","Male",7,3.997
"2435","Yes","Trump",30,60,30,70,4,99,2,4,6,3,6,4,4,1,1,2,4,2,2,16,42,75,50,51,80,99,30,50,50,50,50,99,51,100,86,50,100,88,49,83,0,1,1,1,0,1,0,0,1,56,13,"White, non-Hispanic","Male",24,0.889
"2436","No",NA,41,69,49,71,NA,1,6,2,7,2,1,6,2,1,2,3,6,6,5,85,71,60,40,30,100,100,40,60,50,0,40,30,30,100,30,15,15,0,60,0,-1,1,0,-1,0,1,1,0,1,24,8,"White, non-Hispanic","Female",3,1.64
"2437",NA,NA,40,40,70,40,4,5,4,6,5,7,4,4,6,4,2,3,5,2,2,30,40,50,60,50,60,60,60,50,60,70,60,40,30,50,60,50,70,60,60,40,1,1,-1,1,0,0,1,0,1,36,12,"White, non-Hispanic","Female",15,0.323
"2438","Yes","Clinton",85,17,71,31,4,3,4,7,4,1,3,3,2,1,1,1,7,1,2,86,16,33,72,86,85,100,16,32,70,100,0,51,85,NA,86,2,71,100,99,52,1,0,1,0,0,1,0,1,0,68,9,"White, non-Hispanic","Female",11,0.637
"2439","Yes","Clinton",70,0,70,0,4,1,7,4,4,1,2,2,1,1,2,2,4,4,6,60,0,70,85,60,85,70,50,70,50,85,50,50,60,85,50,50,85,70,50,40,1,1,1,1,0,1,1,1,0,55,10,"White, non-Hispanic","Female",15,0.849
"2440",NA,NA,85,0,70,50,NA,4,4,4,5,3,4,4,4,1,4,1,4,4,2,99,1,52,62,41,52,87,NA,85,54,4,50,33,52,52,53,51,71,1,86,41,1,1,-1,1,0,0,0,0,0,33,9,"Hispanic","Female",13,1.637
"2441","Yes","Trump",2,60,51,70,5,6,5,6,3,1,3,4,2,2,1,1,2,5,7,18,62,100,87,85,50,100,30,85,49,100,50,100,100,100,100,50,100,100,100,30,-1,1,1,-1,-1,1,0,1,1,26,16,"White, non-Hispanic","Female",1,0.385
"2442","Yes","Clinton",100,0,85,0,3,4,7,7,2,1,6,4,1,7,1,1,1,1,4,100,0,0,50,50,15,50,85,0,50,70,0,50,50,0,50,0,60,70,100,60,0,1,1,0,0,1,1,1,0,45,10,"White, non-Hispanic","Male",8,1.048
"2443",NA,NA,50,15,50,50,2,1,7,4,3,1,4,4,4,1,1,4,4,2,3,16,73,50,50,75,88,73,60,85,71,60,50,50,50,70,50,60,60,50,96,50,1,1,0,0,0,1,0,1,0,37,10,"White, non-Hispanic","Female",12,0.411
"2444","Yes","Trump",15,40,30,60,6,6,4,2,6,4,2,4,4,7,1,2,2,4,6,1,61,86,31,1,41,87,61,85,33,1,62,51,1,100,98,71,85,0,71,41,0,-1,1,1,-1,-1,0,-1,1,60,16,"Other","Male",20,0.684
"2445","Yes","Trump",0,100,5,50,5,5,1,1,6,5,6,7,5,1,6,6,2,6,6,0,70,73,1,16,49,60,86,72,48,2,49,65,61,100,57,48,85,30,84,2,0,0,1,0,-1,0,0,0,1,18,8,"White, non-Hispanic","Male",26,3.111
"2446","Yes","Trump",15,85,40,85,5,4,4,4,7,3,4,7,4,2,1,2,6,6,2,0,85,70,60,50,60,60,70,50,70,70,60,70,60,85,85,50,85,70,85,30,1,1,0,1,0,1,0,0,0,64,10,"White, non-Hispanic","Female",15,0.817
"2447","Yes","Clinton",40,26,50,44,3,3,4,6,99,99,4,2,3,1,1,1,4,4,1,60,0,50,75,50,75,75,30,50,50,100,50,30,85,50,100,50,50,100,85,50,0,1,0,1,1,0,1,1,0,25,10,"Asian, native Hawaiian or other Pacif Islr,non-Hispanic","Female",12,2.079
"2448","Yes","Clinton",85,0,100,0,2,99,7,7,2,99,4,4,2,1,1,2,3,2,3,85,0,NA,71,88,60,83,39,9,59,91,40,51,53,62,85,1,40,55,85,83,1,1,1,1,0,1,1,1,1,72,14,"Black, non-Hispanic","Female",27,1.223
"2449","Yes",NA,30,15,20,85,4,4,4,4,99,99,4,4,4,4,4,6,4,4,4,30,40,40,30,0,70,30,30,70,50,0,50,60,70,40,50,0,30,0,50,40,0,0,0,0,0,0,0,0,0,32,14,"White, non-Hispanic","Female",20,0.411
"2450","No",NA,30,69,56,57,NA,99,1,2,4,99,7,7,4,1,1,1,4,4,4,31,60,50,58,50,50,60,50,67,50,89,60,57,50,89,50,50,100,50,65,25,1,1,0,1,-1,1,0,0,1,34,12,"White, non-Hispanic","Female",21,0.959
