idnumber,CNweight,current_democracy,previous_democracy,future_democracy,democracy_fit,national_interest,family_interest,year_schooling,region,gender,education,education_num,occupation,age,vote,election_freefair,secure_feeling,pol_interest,pol_news,internet_use,pol_discuss,contact_highest,contact_high_official,contact_com_leader,contact_influent_non_official,contact_media,oi_gov_resp_voters,oi_gov_employee,oi_media_freedom,oi_individualism,oi_election_necc,oi_multiparty,trust_court,trust_nat_gov,trust_party,trust_local_gov,local_part,petition,protest,regime_capability,system_proud,qg_people_power,qg_equality,qg_speech_freedom,qg_gathering_freedom,qg_responsiveness,local_corruption,defend_system,current_china_influence,future_china_influence
2066,0.9043950891372622,5,4,7,7,2,3,16,urban,Male,University education completed,9,Working for an outside employer,54,Not applicable,NA,3,2,4,5,1,0,1,1,1,0,-1,NA,-2,2,-1,1,2,3,3,2,0,0,0,2,2,3,2,2,2,3,3,2,0,1
2067,0.9325842772055855,8,5,10,8,3,3,9,urban,Female,Complete secondary/high school: technical/vocational type,5,Not employed,61,Not applicable,NA,3,2,4,0,1,0,0,0,0,0,1,1,-2,2,2,-2,3,4,4,3,0,0,0,3,3,3,3,3,2,3,2,3,1,1
2068,0.9043950891372622,5,3,8,7,2,3,16,urban,Male,University education completed,9,Working for an outside employer,54,Not applicable,NA,3,2,4,5,1,0,1,1,1,0,-1,NA,1,1,1,1,2,3,3,2,0,0,0,2,2,3,2,2,2,3,3,2,0,1
2069,1.1343538453772095,7,4,9,8,3,4,16,urban,Female,University education completed,9,Working for an outside employer,25,Not applicable,NA,3,4,3,5,2,0,0,0,0,0,-1,1,-2,-2,1,-2,3,3,3,3,0,0,0,2,2,3,2,2,2,3,3,3,1,1
2070,0.9283729259234262,7,3,8,5,2,3,8,urban,Female,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,41,Not applicable,NA,3,2,4,1,1,0,0,0,0,0,-1,1,-2,2,-1,-2,3,4,3,3,0,0,0,2,3,3,2,2,2,3,3,3,1,1
2071,0.8316045511811848,5,4,8,5,3,4,13,urban,Male,Some university education,8,Working for an outside employer,47,Not applicable,NA,3,3,4,5,0,0,2,0,1,0,1,1,-2,-2,-1,NA,3,3,3,3,0,0,0,3,3,3,2,2,2,3,3,3,1,1
2072,0.8353769348807448,7,6,8,8,3,3,6,urban,Male,Complete primary/elementary,3,Not employed,65,Not applicable,NA,3,2,3,0,0,0,1,0,0,0,1,1,1,-1,1,1,3,4,4,3,0,0,0,4,4,3,3,3,3,3,2,4,0,0
2073,0.9618603251328185,8,6,10,7,3,3,12,rural,Male,Complete primary/elementary,3,Not employed,18,Not applicable,NA,3,2,3,5,1,0,0,2,2,0,1,2,2,2,1,-2,3,3,3,3,0,0,0,3,3,2,4,4,3,4,2,3,1,1
2074,0.7872015315258817,10,5,10,9,3,3,9,rural,Male,Complete secondary/high school,7,Peasant/farmer,49,Not applicable,NA,4,3,1,0,1,0,0,1,0,0,-1,-2,-2,2,1,-1,4,4,4,4,0,0,0,3,3,3,4,3,3,3,2,3,1,1
2075,0.7872015315258817,9,5,10,8,3,3,6,rural,Male,Complete primary/elementary,3,Peasant/farmer,43,Not applicable,NA,3,2,1,0,0,0,0,0,0,0,-1,-1,-2,2,1,-1,3,4,4,3,0,0,0,3,3,3,3,3,3,4,3,3,0,NA
2076,1.1333441062900562,4,3,8,7,2,3,16,urban,Male,University education completed,9,Working for an outside employer,34,Not applicable,NA,3,3,3,5,1,0,1,0,0,0,1,1,1,1,2,1,3,3,3,2,0,0,0,2,2,3,2,2,2,3,3,1,0,1
2077,1.1343538453772095,7,6,8,6,3,3,17,urban,Female,University education completed,9,Working for an outside employer,27,Not applicable,NA,3,2,4,5,0,0,0,0,0,0,1,1,1,1,1,-1,3,3,3,3,0,0,0,3,3,3,2,2,2,3,2,2,1,1
2078,1.0096336220149031,8,4,9,8,2,3,16,urban,Female,University education completed,9,Working for an outside employer,50,Not applicable,NA,3,3,4,4,1,0,0,1,1,0,-1,1,2,2,2,2,3,3,3,2,0,0,0,2,2,3,1,2,2,3,3,2,0,1
2079,1.0161151775589086,5,4,9,6,3,3,15,urban,Male,University education completed,9,Working for an outside employer,26,Not applicable,NA,3,2,4,5,1,0,0,0,0,0,2,1,1,-1,1,-1,3,3,3,3,0,0,0,3,3,4,3,2,2,3,3,2,0,1
2080,1.0096336220149031,4,3,7,6,2,3,13,urban,Female,Some university education,8,Self-employed or business owner,50,Not applicable,NA,3,2,3,4,1,0,1,1,1,0,-1,1,-1,1,1,1,3,3,3,2,0,0,0,2,2,3,2,1,1,3,3,2,0,1
2081,1.0161151775589086,7,4,9,8,3,4,16,urban,Male,University education completed,9,Working for an outside employer,24,Not applicable,NA,2,3,3,5,2,0,0,0,0,0,-1,1,-2,-2,1,-1,3,3,3,3,0,0,0,2,2,3,2,2,2,3,3,3,1,1
2082,1.0161151775589086,7,6,8,7,3,3,16,urban,Male,University education completed,9,Working for an outside employer,26,Not applicable,NA,3,2,3,3,1,0,0,0,0,0,1,1,2,2,2,1,3,3,3,3,0,0,0,2,3,3,4,2,2,3,3,2,0,0
2083,1.0161151775589086,10,10,10,9,4,3,9,urban,Male,Complete secondary/high school: technical/vocational type,5,Not applicable,18,Not applicable,NA,3,2,3,4,0,0,0,0,0,0,-1,-1,-1,1,-2,-1,3,3,3,3,0,0,0,4,4,3,2,2,3,3,3,3,1,1
2084,1.0161151775589086,7,2,8,6,2,3,16,urban,Male,University education completed,9,Working for an outside employer,25,Not applicable,NA,2,3,3,5,1,0,1,2,1,0,-1,2,-2,2,-1,2,3,3,2,3,1,1,0,2,3,3,3,2,3,3,3,2,0,1
2085,1.1343538453772095,8,4,9,8,3,3,15,urban,Female,University education completed,9,Working for an outside employer,28,Not applicable,NA,2,3,4,5,1,0,0,1,1,0,-1,NA,-2,2,1,-2,3,4,4,3,0,0,0,3,2,3,2,2,2,3,3,3,0,1
2086,0.8353769348807448,10,5,10,9,3,3,9,urban,Male,Complete secondary/high school: technical/vocational type,5,Not employed,60,Not applicable,NA,3,2,3,0,0,0,0,0,0,0,-1,1,-1,1,1,-1,4,4,4,3,0,0,0,3,4,3,3,3,3,4,2,3,1,1
2087,1.265223936713798,10,6,10,6,3,3,16,urban,Female,University education completed,9,Working for an outside employer,32,Not applicable,NA,2,4,4,4,1,0,0,2,2,0,1,1,-2,-2,1,-1,3,3,3,3,0,0,0,3,2,3,2,2,2,3,3,3,1,1
2088,1.1333441062900562,9,8,10,7,3,3,12,urban,Male,Complete secondary/high school,7,Working for an outside employer,30,Not applicable,NA,3,3,4,5,2,0,0,1,0,0,2,1,-2,2,1,-2,3,3,3,3,0,0,0,3,2,3,2,2,2,3,4,3,0,0
2089,0.9325842772055855,8,5,10,8,3,3,15,urban,Female,University education completed,9,Not employed,60,Not applicable,NA,3,3,4,4,1,0,1,1,1,0,1,1,-1,1,-1,-1,3,4,4,3,0,0,0,3,3,3,3,2,2,3,2,3,1,1
2090,0.9283729259234262,7,3,8,6,3,3,12,urban,Female,Complete secondary/high school,7,Working for an outside employer,43,Not applicable,NA,3,3,4,2,2,0,0,0,0,0,-2,2,-2,2,-2,-2,3,4,4,3,0,0,0,3,3,3,2,2,2,3,3,3,1,1
2091,1.1333441062900562,9,4,9,8,3,3,9,urban,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,36,Yes,5,4,3,3,0,1,0,0,0,0,0,-1,1,-2,2,-1,-2,3,3,3,3,0,0,0,3,3,3,3,3,3,3,2,4,1,1
2092,0.9043950891372622,10,6,10,8,3,3,9,urban,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,53,Yes,4,3,3,4,0,1,0,0,0,0,0,1,-1,-2,-2,1,1,3,3,4,3,0,0,0,3,3,3,2,3,3,2,3,3,1,1
2093,0.9043950891372622,9,5,10,7,3,4,6,urban,Male,Complete primary/elementary,3,Peasant/farmer,54,Yes,4,3,2,3,0,1,0,0,0,0,0,1,1,-1,1,-1,-1,3,3,3,3,0,0,0,3,2,3,2,2,2,3,3,3,0,1
2094,1.265223936713798,8,7,10,8,3,3,11,urban,Female,Incomplete secondary/high school,6,Peasant/farmer,32,Yes,3,3,3,4,5,1,0,0,0,0,0,1,1,1,1,1,-1,3,3,3,3,0,0,0,2,2,3,2,2,2,3,3,3,0,NA
2095,1.0096336220149031,NA,NA,NA,NA,3,3,0,urban,Female,Incomplete primary/elementary,2,Peasant/farmer,55,Yes,2,3,2,1,0,1,0,0,0,0,0,-1,1,-2,2,-1,-1,4,4,4,4,0,0,0,3,3,3,3,3,3,3,2,3,NA,NA
2096,1.265223936713798,9,4,10,8,3,3,6,urban,Female,Complete primary/elementary,3,Working for an outside employer,36,Yes,4,3,3,4,1,1,0,0,0,0,0,1,1,-1,1,1,-1,3,3,4,3,0,0,0,3,3,3,2,3,2,4,3,3,0,0
2097,0.9043950891372622,9,6,10,8,3,4,9,urban,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,53,Yes,4,3,3,4,0,1,0,0,0,0,0,1,-1,-1,-1,1,-1,3,3,4,3,0,0,0,3,3,3,1,3,3,2,3,3,1,1
2098,1.1333441062900562,9,5,9,8,4,3,9,urban,Male,Complete secondary/high school: technical/vocational type,5,Self-employed or business owner,32,Yes,4,3,3,3,0,1,0,0,1,1,0,-1,-2,1,-1,-2,-2,3,3,3,3,0,0,0,3,3,3,3,2,2,3,2,4,1,1
2099,1.265223936713798,8,5,10,7,3,3,12,urban,Female,Complete secondary/high school,7,Working for an outside employer,31,Not applicable,NA,3,1,1,0,0,0,0,0,0,0,1,NA,-2,2,1,-1,3,4,4,4,0,0,0,3,3,2,2,2,2,3,2,3,0,0
2100,0.9283729259234262,10,6,10,7,3,3,9,urban,Female,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,44,Yes,5,3,2,3,0,1,0,0,0,0,0,-2,1,-2,2,-2,-2,4,4,4,3,0,0,0,3,3,3,3,3,NA,4,2,3,1,1
2101,0.8316045511811848,10,10,10,10,4,3,11,urban,Male,Complete secondary/high school,7,Peasant/farmer,49,NA,5,4,2,4,5,0,0,1,0,0,0,-1,-1,-1,1,1,-1,3,4,4,4,0,0,0,4,4,3,3,3,3,3,2,3,1,1
2102,1.265223936713798,8,5,10,7,3,3,13,urban,Female,Complete secondary/high school,7,Working for an outside employer,35,Not applicable,NA,3,2,2,0,0,0,0,0,0,0,1,NA,-1,NA,1,-1,3,4,4,3,0,0,0,3,3,2,2,2,2,3,2,3,0,1
2103,1.0096336220149031,NA,NA,NA,NA,3,3,0,urban,Female,Incomplete primary/elementary,2,Peasant/farmer,54,Yes,5,3,2,2,0,1,0,0,0,0,0,NA,NA,NA,2,NA,-2,4,4,4,3,0,0,0,3,3,3,3,3,3,3,2,3,1,1
2125,1.265223936713798,4,3,7,4,3,3,16,urban,Female,University education completed,9,Working for an outside employer,33,Not applicable,NA,3,3,4,5,1,0,0,0,1,0,-2,1,-1,1,-1,-1,3,3,2,2,0,0,0,3,3,3,2,2,2,3,3,3,0,0
2126,1.265223936713798,9,7,9,8,3,3,10,urban,Female,Complete secondary/high school,7,Peasant/farmer,33,Not applicable,NA,4,2,4,5,1,0,0,0,0,0,-2,-2,-2,-2,2,-2,4,4,4,3,0,0,0,3,3,3,3,3,2,3,2,3,1,1
2128,1.0161151775589086,1,1,10,NA,1,3,7,urban,Male,Incomplete secondary/high school: technical/vocational type,4,Working for an outside employer,22,Not applicable,NA,3,4,1,5,2,2,1,1,1,0,2,-1,1,1,2,-2,3,3,3,3,2,0,0,2,2,NA,2,2,2,2,3,2,0,0
2129,0.8316045511811848,2,1,10,3,2,3,9,urban,Male,Complete secondary/high school: technical/vocational type,5,Working in family business,42,Not applicable,NA,3,4,4,5,0,0,0,0,2,0,-2,2,2,2,NA,2,2,NA,2,2,0,0,0,3,2,4,4,4,4,3,4,2,0,NA
2130,0.9325842772055855,5,3,NA,3,3,2,12,urban,Female,Complete secondary/high school,7,Not employed,72,Not applicable,4,2,1,4,0,1,0,0,NA,0,0,1,2,1,NA,2,NA,3,3,NA,NA,NA,0,3,3,3,3,2,2,NA,3,NA,3,1,1
2131,1.0096336220149031,NA,8,NA,7,3,3,5,urban,Female,Complete primary/elementary,3,Not employed,55,No,5,3,2,4,0,1,0,0,0,0,0,2,-1,-1,1,2,-1,3,3,3,3,0,0,0,3,3,3,3,3,3,3,3,NA,0,NA
2132,0.9283729259234262,9,7,10,9,3,3,9,urban,Female,Complete secondary/high school: technical/vocational type,5,Not employed,45,Not applicable,NA,3,2,2,0,1,0,0,0,0,0,-1,-1,1,-1,1,1,4,4,4,4,0,0,0,3,3,3,3,3,2,3,2,3,0,0
2133,1.1343538453772095,8,5,9,7,4,3,14,urban,Female,University education completed,9,Working for an outside employer,22,Not applicable,NA,3,2,4,5,1,0,0,0,0,0,-2,1,-1,-1,2,-2,4,4,4,3,0,0,0,4,4,3,4,4,NA,4,1,3,1,1
2134,1.0096336220149031,6,4,8,6,3,2,0,urban,Female,Incomplete primary/elementary,2,Not employed,57,Not applicable,NA,3,2,2,0,1,0,1,1,1,0,-2,2,-1,-1,1,1,3,4,3,2,0,0,0,3,NA,3,2,3,3,2,3,2,0,NA
2135,0.9325842772055855,NA,NA,NA,NA,3,3,0,urban,Female,Incomplete primary/elementary,2,Not employed,70,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2136,0.9325842772055855,NA,NA,NA,NA,NA,3,0,urban,Female,Incomplete primary/elementary,2,Not employed,62,NA,NA,3,1,0,0,0,0,0,0,0,0,NA,-2,-2,-2,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2137,0.9325842772055855,NA,NA,NA,NA,NA,NA,2,urban,Female,Incomplete primary/elementary,2,Working in family business,77,Not applicable,NA,2,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2140,0.9283729259234262,8,4,9,6,3,4,1,urban,Female,Some university education,8,Working for an outside employer,42,Not applicable,NA,3,2,2,5,1,0,0,0,1,0,-2,1,-1,-1,1,-1,3,3,3,3,1,0,0,3,3,3,3,3,2,4,2,2,0,1
2141,0.9325842772055855,10,10,10,10,4,3,15,urban,Female,University education completed,9,Not employed,60,Not applicable,NA,4,3,4,0,0,0,0,0,0,0,2,-2,-2,-2,-2,-2,4,4,4,4,0,0,0,4,4,3,4,4,3,4,2,4,1,1
2142,0.9283729259234262,NA,NA,NA,10,4,4,5,urban,Female,Complete primary/elementary,3,Not employed,40,Not applicable,NA,4,1,0,0,0,0,0,0,0,0,-1,-1,-2,2,2,NA,4,4,4,4,0,0,0,3,3,3,2,2,2,3,2,NA,NA,NA
2143,1.19766807347271,NA,NA,NA,NA,NA,3,6,rural,Female,Incomplete secondary/high school: technical/vocational type,4,Peasant/farmer,31,Not applicable,NA,4,2,0,0,1,0,0,0,0,0,NA,-1,NA,NA,NA,NA,4,4,4,4,0,0,0,NA,NA,NA,2,2,3,3,NA,NA,NA,NA
2144,0.8788030177036141,NA,NA,NA,NA,NA,NA,3,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,43,Yes,5,3,1,0,0,0,0,0,0,0,0,2,1,2,2,2,-2,NA,4,4,4,0,0,0,3,3,NA,2,3,NA,NA,NA,NA,NA,NA
2145,0.9557248483083305,NA,NA,NA,NA,NA,NA,0,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,55,Not applicable,NA,4,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
2146,1.0737857111350257,10,3,10,6,3,3,8,rural,Female,Incomplete secondary/high school: technical/vocational type,4,Working for an outside employer,23,Yes,5,4,2,2,5,2,0,0,0,0,0,1,-2,-2,2,1,1,3,4,3,3,0,0,0,3,3,3,3,4,2,3,3,3,0,1
2147,0.8827895064432449,NA,NA,NA,NA,3,3,7,rural,Female,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,67,NA,NA,3,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2148,0.8788030177036141,8,1,10,5,4,4,8,rural,Female,Complete secondary/high school: technical/vocational type,5,Working in family business,49,Not applicable,NA,2,2,1,0,0,0,0,1,1,0,1,1,-2,2,1,1,3,3,3,3,1,0,0,3,3,3,2,2,2,2,4,3,0,0
2149,0.8788030177036141,8,NA,10,NA,3,3,4,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,40,Not applicable,NA,4,2,1,0,0,0,0,0,0,0,-1,NA,NA,1,-1,NA,3,3,3,3,0,0,0,NA,NA,NA,4,4,4,3,NA,NA,NA,NA
2150,0.8788030177036141,10,10,10,10,3,2,8,rural,Female,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,48,Not applicable,NA,3,2,4,0,0,2,0,0,0,0,2,2,-2,-2,2,-2,4,4,4,4,0,0,0,4,3,3,3,3,3,3,1,2,NA,NA
2152,0.9557248483083305,NA,NA,NA,NA,NA,NA,0,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,57,Yes,5,3,1,1,0,0,0,0,0,0,0,2,-1,NA,2,NA,NA,NA,3,3,3,0,0,0,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA
2153,1.19766807347271,NA,NA,NA,NA,4,3,2,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,38,Not applicable,NA,2,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4,4,4,4,0,0,0,NA,NA,NA,3,4,4,4,1,NA,NA,NA
2154,0.9557248483083305,8,6,9,NA,3,3,6,rural,Female,Complete primary/elementary,3,Peasant/farmer,54,Yes,5,4,1,4,5,1,0,0,0,0,0,1,1,-1,NA,1,-1,3,3,3,3,0,0,0,3,3,NA,3,3,3,4,2,NA,1,1
2156,0.8827895064432449,NA,NA,NA,7,3,3,6,rural,Female,Complete primary/elementary,3,Peasant/farmer,63,Yes,5,3,2,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2157,0.9557248483083305,NA,NA,NA,NA,NA,NA,0,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,58,Not applicable,NA,4,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2158,0.8788030177036141,8,6,10,5,3,2,12,rural,Female,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,46,Yes,5,3,1,4,0,0,0,2,0,NA,0,-1,NA,1,1,NA,NA,2,4,4,4,0,0,0,NA,NA,NA,3,NA,NA,NA,3,NA,1,NA
2159,1.19766807347271,NA,NA,NA,NA,NA,2,9,rural,Female,Complete secondary/high school: technical/vocational type,5,Working in family business,35,Yes,4,3,2,4,0,0,0,1,0,1,0,-1,-1,-1,-1,1,NA,3,3,3,3,0,0,0,3,3,NA,NA,NA,NA,2,2,2,0,NA
2160,0.8827895064432449,NA,NA,NA,NA,3,3,4,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,63,Yes,5,3,1,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2161,0.8827895064432449,10,6,10,5,3,3,9,rural,Female,Complete secondary/high school: technical/vocational type,5,Not employed,62,Yes,4,3,3,4,0,1,0,0,0,0,0,-2,2,1,NA,NA,NA,3,4,4,NA,0,0,0,3,2,3,3,3,3,4,NA,3,1,1
2162,0.8827895064432449,4,NA,8,8,3,3,5,rural,Female,Complete primary/elementary,3,Peasant/farmer,66,Yes,5,2,3,4,0,0,0,0,0,0,0,-2,-2,2,-2,2,2,3,3,3,3,0,0,0,3,3,3,3,3,3,3,3,4,1,1
2163,0.8788030177036141,NA,NA,NA,NA,3,3,NA,rural,Female,Incomplete primary/elementary,2,Not employed,47,Not applicable,NA,3,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3,3,3,3,0,0,0,NA,NA,3,2,NA,NA,3,NA,NA,NA,NA
2164,0.8788030177036141,NA,NA,NA,NA,3,3,11,rural,Female,Incomplete secondary/high school: technical/vocational type,4,Peasant/farmer,46,Not applicable,NA,3,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3,3,3,3,0,0,0,NA,NA,3,2,2,2,3,4,3,1,1
2165,1.19766807347271,6,5,9,10,2,2,9,rural,Female,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,39,Not applicable,NA,3,2,4,0,0,0,2,0,0,0,2,2,2,-2,2,1,2,3,4,2,0,0,0,3,NA,2,3,3,2,3,3,3,NA,1
2166,0.8827895064432449,NA,NA,NA,NA,3,3,0,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,78,Not applicable,NA,3,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4,4,4,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
2167,0.8827895064432449,9,8,10,9,3,3,6,rural,Female,Complete primary/elementary,3,Peasant/farmer,76,Yes,5,3,2,4,0,1,0,0,0,0,0,-1,-1,-1,1,NA,-1,2,4,4,3,0,0,0,3,3,3,2,3,2,3,NA,3,1,1
2168,0.8827895064432449,NA,NA,NA,NA,NA,3,0,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,60,Not applicable,NA,3,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4,4,4,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2170,0.9618603251328185,8,3,10,4,3,2,12,rural,Male,Complete secondary/high school,7,Peasant/farmer,27,Yes,4,3,3,2,4,2,0,0,0,0,0,-1,-1,1,-1,1,-1,1,1,1,1,0,0,0,3,3,2,4,1,1,3,3,3,0,0
2171,0.8788030177036141,9,1,10,2,3,4,9,rural,Female,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,49,Yes,2,3,3,4,0,0,0,1,0,0,0,-2,-2,1,-1,2,-2,3,3,2,2,0,0,0,3,3,3,2,3,3,2,3,2,1,0
2172,0.8827895064432449,NA,NA,NA,NA,3,3,0,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,63,Yes,5,3,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,3,3,0,0,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
2173,0.9618603251328185,7,NA,9,7,3,3,9,rural,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,24,Yes,3,3,1,3,0,0,0,1,0,0,0,-1,-1,1,1,1,1,3,3,4,4,0,0,0,3,3,3,3,3,2,3,3,2,1,1
2174,0.9618603251328185,10,6,10,6,3,4,1,rural,Male,Complete secondary/high school,7,Working for an outside employer,22,Yes,5,3,3,4,5,2,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,1,NA,NA,1
2175,0.9618603251328185,5,6,6,6,2,3,12,rural,Male,University education completed,9,Self-employed or business owner,25,No,3,4,2,1,5,1,2,2,1,2,0,NA,NA,NA,NA,NA,NA,3,3,3,3,1,0,0,3,3,3,3,3,3,3,3,2,1,0
2176,0.8827895064432449,NA,NA,NA,NA,3,3,0,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,66,Yes,4,4,NA,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,4,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
2177,0.9557248483083305,NA,NA,NA,NA,NA,NA,1,rural,Female,Incomplete primary/elementary,2,Not employed,56,Not applicable,NA,4,2,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4,4,4,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2178,1.19766807347271,7,5,10,7,3,3,11,rural,Female,Incomplete secondary/high school,6,Peasant/farmer,33,Yes,4,3,2,1,0,0,0,0,2,2,0,2,-1,-1,1,2,-2,3,4,4,4,0,0,0,NA,NA,2,3,3,3,2,3,3,0,1
2179,1.19766807347271,NA,NA,NA,NA,4,4,9,rural,Female,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,30,Yes,5,4,1,0,0,0,0,1,0,0,0,-2,-1,-2,2,2,2,4,4,4,4,0,0,0,3,4,2,3,3,3,4,1,3,NA,NA
2180,0.9557248483083305,NA,NA,NA,NA,3,3,5,rural,Female,Complete primary/elementary,3,Peasant/farmer,50,Yes,5,4,1,0,0,0,0,1,0,2,0,1,1,NA,NA,NA,NA,NA,4,4,4,0,0,0,NA,NA,3,3,3,3,3,3,3,NA,NA
2181,1.19766807347271,NA,NA,NA,NA,3,3,9,rural,Female,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,39,Yes,2,4,1,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,4,4,0,0,0,NA,NA,3,3,3,2,4,NA,NA,NA,NA
2183,0.8788030177036141,NA,NA,NA,NA,NA,NA,5,rural,Female,Complete primary/elementary,3,Peasant/farmer,49,Yes,4,4,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4,4,4,4,0,0,0,NA,NA,NA,3,NA,NA,4,NA,NA,NA,NA
2184,0.9557248483083305,NA,NA,NA,NA,4,2,0,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,57,Yes,5,4,2,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4,4,4,4,0,0,0,NA,NA,NA,2,3,3,4,NA,4,1,1
2185,0.9557248483083305,NA,NA,NA,NA,3,3,0,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,59,Yes,5,3,3,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4,4,4,4,0,0,0,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA
2186,1.0737857111350257,8,6,10,8,3,3,9,rural,Female,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,25,Yes,5,3,3,4,0,1,0,0,1,1,0,-1,NA,-1,1,1,-1,3,3,3,3,0,0,0,3,3,NA,3,3,3,4,1,3,1,1
2187,1.0737857111350257,10,10,10,10,4,4,9,rural,Female,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,28,Yes,5,4,4,4,5,2,2,2,0,0,0,1,1,1,1,1,-1,4,4,4,4,0,2,0,3,3,3,3,3,2,3,3,3,0,1
2188,0.8827895064432449,NA,NA,NA,NA,3,3,1,rural,Female,Incomplete primary/elementary,2,Working in family business,62,Yes,5,3,1,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3,3,4,NA,0,0,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
2189,0.9557248483083305,NA,NA,NA,NA,3,3,6,rural,Female,Complete primary/elementary,3,Peasant/farmer,54,Yes,2,3,3,2,0,1,0,2,2,2,0,1,1,-1,-1,1,NA,2,3,NA,2,0,0,0,NA,NA,3,2,3,3,NA,NA,2,NA,NA
2191,0.8788030177036141,8,NA,NA,7,3,3,9,rural,Female,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,40,Not applicable,5,3,2,1,0,0,0,0,0,0,0,-2,-2,-2,2,2,-2,4,4,4,3,0,0,0,3,3,2,3,3,3,3,2,3,NA,1
